SubjectID,Trial,SpatialCond,isTargetLeft,isLowLeft,TargetNum,TargetTime,ResponseTime
p005,ild-fmri-2,ILD10,True,True,2,        7.8999999999999995,21.95,8.73,22.707
p005,ild-fmri-2,ITD500,True,True,2,        17.099999999999998,21.95,4.288,17.91,22.712
p005,ild-fmri-2,ILD10,False,True,3,        1.25,10.2,12.75,1.849,10.915,13.353
p005,ild-fmri-2,ILD10,False,False,3,        5.85,10.2,12.75,6.89,8.689,10.918,13.408
p005,ild-fmri-2,ILD10,True,False,1,        1.25,1.867,13.576
p005,ild-fmri-2,ITD500,False,True,2,        10.2,14.799999999999999,10.868,15.616,17.845
p005,ild-fmri-2,ITD500,True,False,2,        12.5,15.049999999999999,13.126
p005,ild-fmri-2,ITD500,False,False,3,        1.25,7.8999999999999995,15.049999999999999,1.909,8.65,15.918
p005,ild-fmri-2,ITD500,False,False,1,        3.55,4.46
p005,ild-fmri-2,ITD500,False,True,1,        12.5,13.544
p005,ild-fmri-2,ILD10,True,False,1,        3.55,4.217
p005,ild-fmri-2,ILD10,False,False,2,        5.85,14.799999999999999,6.441,15.529
p005,ild-fmri-2,ITD500,True,True,1,        12.75,13.436
p005,ild-fmri-2,ITD500,True,False,3,        10.45,12.5,21.7,11.033,13.542,22.318
p005,ild-fmri-2,ILD10,False,True,1,        19.65,20.326
p005,ild-fmri-2,ILD10,True,True,2,        14.799999999999999,21.7,15.416,22.498
p005,ild-fmri-2,ILD10,False,False,2,        3.55,12.75,13.299
p005,ild-fmri-2,ILD10,True,False,1,        8.149999999999999,8.797
p005,ild-fmri-2,ITD500,True,True,1,        5.85,6.7,13.335,17.913
p005,ild-fmri-2,ITD500,False,True,3,        17.099999999999998,19.65,21.7,17.843,20.314,22.454
p005,ild-fmri-2,ILD10,True,True,2,        10.45,12.75,10.958
p005,ild-fmri-2,ITD500,True,False,2,        17.349999999999998,21.7,3.943,17.9,22.369
p005,ild-fmri-2,ITD500,False,False,3,        3.3,7.8999999999999995,12.5,3.948,8.467,13.075
p005,ild-fmri-2,ILD10,False,True,1,        15.049999999999999,15.965
p005,ild-fmri-2,ILD10,True,False,2,        5.85,10.45,6.625,11.304
p005,ild-fmri-2,ITD500,False,False,2,        3.3,12.75,3.958,13.369
